GlobalRank,TldRank,Domain,TLD,RefSubNets,RefIPs,IDN_Domain,IDN_TLD,PrevGlobalRank,PrevTldRank,PrevRefSubNets,PrevRefIPs
3765,2014,gamesradar.com,com,13212,19387,gamesradar.com,com,3765,2013,13209,19389
3813,19,thepiratebay.se,se,13110,19735,thepiratebay.se,se,3805,20,13133,19738
3823,2037,cartoonnetwork.com,com,13088,18785,cartoonnetwork.com,com,3819,2037,13098,18818
3825,321,bitcoin.org,org,13087,18833,bitcoin.org,org,3839,322,13052,18802
3912,2084,gyazo.com,com,12900,19619,gyazo.com,com,3907,2083,12920,19628
3973,2112,valvesoftware.com,com,12794,17729,valvesoftware.com,com,3959,2108,12811,17749
3975,2113,netgear.com,com,12787,16854,netgear.com,com,3965,2112,12807,16893
4045,2148,gumtree.com,com,12674,19029,gumtree.com,com,4030,2139,12708,19052
4067,2156,pixar.com,com,12630,17432,pixar.com,com,4047,2148,12676,17448
4095,2173,callofduty.com,com,12574,17934,callofduty.com,com,4103,2177,12573,17956
4171,2216,hsbc.com,com,12460,16411,hsbc.com,com,4163,2209,12476,16417
4184,356,oscars.org,org,12433,17397,oscars.org,org,4192,356,12433,17424
4186,2224,office365.com,com,12433,16352,office365.com,com,4167,2212,12467,16404
4213,2236,origin.com,com,12391,18278,origin.com,com,4200,2232,12420,18330
4258,2255,kaboodle.com,com,12308,17682,kaboodle.com,com,4288,2273,12287,17670
4315,367,linuxfoundation.org,org,12237,16814,linuxfoundation.org,org,4318,369,12242,16824
4346,374,lua.org,org,12200,16285,lua.org,org,4380,375,12135,16205
4384,122,drugabuse.gov,gov,12113,17625,drugabuse.gov,gov,4379,121,12135,17698
4389,377,humanesociety.org,org,12100,17875,humanesociety.org,org,4387,376,12129,17990
4390,2317,royalmail.com,com,12100,17873,royalmail.com,com,4373,2312,12139,17866
4396,187,residentadvisor.net,net,12097,18500,residentadvisor.net,net,4386,187,12129,18513
4550,2398,backup.com,com,11872,16184,backup.com,com,4551,2398,11880,16173
4551,126,texas.gov,gov,11871,17989,texas.gov,gov,4544,126,11894,18043
